,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,_SalesTeamID,_StoreID,Order Quantity,Discount Applied,Unit Cost,Unit Price
6001,Online,WARE-PUJ1005,03/10/20,05/14/20,05/30/20,17,284,8,0.05,747.18,911.2
6002,Online,WARE-NMK1003,12/01/19,05/14/20,06/09/20,13,130,6,0.05,146.53,180.9
6003,Online,WARE-NMK1003,03/10/20,05/14/20,06/07/20,20,181,4,0.05,"2,119.95","3,999.90"
6004,Wholesale,WARE-XYS1001,12/01/19,05/14/20,05/23/20,26,42,3,0.05,777.4,"1,896.10"
6005,In-Store,WARE-XYS1001,03/10/20,05/14/20,06/08/20,1,30,8,0.05,"2,059.58","3,886.00"
6006,In-Store,WARE-PUJ1005,03/10/20,05/14/20,05/29/20,9,326,5,0.2,"3,036.11","5,326.50"
6007,Wholesale,WARE-PUJ1005,03/10/20,05/14/20,05/22/20,28,285,8,0.15,126.63,234.5
6008,Distributor,WARE-PUJ1005,12/01/19,05/14/20,06/05/20,21,316,3,0.075,978.2,"2,445.50"
6009,Distributor,WARE-NMK1003,12/01/19,05/14/20,06/07/20,23,109,1,0.05,154.77,234.5
6010,Online,WARE-XYS1001,03/10/20,05/15/20,05/18/20,19,46,5,0.05,"1,216.05","2,211.00"
6011,In-Store,WARE-UHY1004,12/01/19,05/15/20,05/23/20,2,248,4,0.075,"3,017.41","5,587.80"
6012,In-Store,WARE-UHY1004,03/10/20,05/15/20,05/26/20,10,220,3,0.3,"1,606.19","2,633.10"
6013,Wholesale,WARE-XYS1001,03/10/20,05/15/20,06/09/20,26,15,1,0.075,"3,360.05","3,953.00"
6014,Wholesale,WARE-NMK1003,03/10/20,05/15/20,05/29/20,27,96,1,0.075,825.44,"1,072.00"
6015,Distributor,WARE-NMK1003,12/01/19,05/15/20,06/11/20,22,150,6,0.15,"1,899.45","2,345.00"
6016,Distributor,WARE-NBV1002,03/10/20,05/15/20,06/01/20,25,81,3,0.15,"2,062.26","2,546.00"
6017,In-Store,WARE-MKL1006,03/10/20,05/15/20,06/04/20,11,351,8,0.1,"1,292.56","2,485.70"
6018,In-Store,WARE-NMK1003,03/10/20,05/15/20,06/07/20,7,158,8,0.3,"1,391.59","2,244.50"
6019,Distributor,WARE-NMK1003,12/01/19,05/15/20,05/26/20,23,144,1,0.05,"1,530.82","2,391.90"
6020,In-Store,WARE-XYS1001,03/10/20,05/16/20,05/26/20,7,21,7,0.05,571.18,"1,038.50"
6021,In-Store,WARE-NMK1003,03/10/20,05/16/20,06/12/20,10,129,6,0.1,"1,092.23","1,916.20"
6022,Online,WARE-PUJ1005,12/01/19,05/16/20,06/05/20,17,288,2,0.075,"1,503.48","2,733.60"
6023,In-Store,WARE-MKL1006,03/10/20,05/16/20,06/01/20,5,359,1,0.075,868.05,"1,098.80"
6024,In-Store,WARE-UHY1004,12/01/19,05/16/20,06/02/20,3,219,1,0.15,726.28,"1,815.70"
6025,In-Store,WARE-XYS1001,12/01/19,05/16/20,06/07/20,5,28,7,0.1,709.87,"1,092.10"
6026,In-Store,WARE-PUJ1005,12/01/19,05/16/20,06/07/20,8,301,4,0.2,611.44,"1,132.30"
6027,In-Store,WARE-NMK1003,12/01/19,05/16/20,06/11/20,2,182,7,0.05,"1,689.47","2,639.80"
6028,Online,WARE-NMK1003,03/10/20,05/16/20,05/29/20,18,158,8,0.075,"2,199.95","3,999.90"
6029,Distributor,WARE-UHY1004,03/10/20,05/16/20,06/13/20,23,249,3,0.3,"2,808.98","3,745.30"
6030,Online,WARE-MKL1006,12/01/19,05/16/20,06/07/20,14,350,7,0.1,"3,167.76","5,279.60"
6031,In-Store,WARE-NMK1003,03/10/20,05/16/20,05/31/20,1,183,5,0.15,462.3,"1,005.00"
6032,In-Store,WARE-NMK1003,03/10/20,05/17/20,05/28/20,8,164,4,0.05,"3,142.23","3,879.30"
6033,Distributor,WARE-PUJ1005,12/01/19,05/17/20,06/01/20,23,291,6,0.1,"1,707.70","3,557.70"
6034,In-Store,WARE-NMK1003,03/10/20,05/17/20,05/27/20,7,132,7,0.05,"4,829.36","5,681.60"
6035,In-Store,WARE-NMK1003,03/10/20,05/17/20,05/25/20,2,107,4,0.05,"2,087.59","3,865.90"
6036,Online,WARE-NMK1003,03/10/20,05/17/20,05/31/20,16,111,7,0.05,"1,093.31","2,666.60"
6037,Distributor,WARE-PUJ1005,03/10/20,05/17/20,05/25/20,25,284,3,0.2,"2,420.11","5,902.70"
6038,Online,WARE-XYS1001,03/10/20,05/17/20,05/20/20,13,11,3,0.1,"1,701.00","3,865.90"
6039,Online,WARE-UHY1004,12/01/19,05/17/20,06/09/20,13,253,2,0.075,"1,253.17","2,237.80"
6040,Online,WARE-XYS1001,12/01/19,05/17/20,06/11/20,17,41,8,0.05,560.39,"1,098.80"
6041,In-Store,WARE-UHY1004,12/01/19,05/17/20,05/30/20,11,216,3,0.15,"1,215.65","1,688.40"
6042,In-Store,WARE-XYS1001,03/10/20,05/17/20,05/23/20,11,47,1,0.075,"1,966.32","3,390.20"
6043,Online,WARE-XYS1001,12/01/19,05/18/20,06/03/20,13,14,2,0.075,"1,735.30","2,345.00"
6044,Online,WARE-NMK1003,03/10/20,05/18/20,06/02/20,12,147,8,0.05,401.26,757.1
6045,Online,WARE-MKL1006,03/10/20,05/18/20,06/01/20,20,352,2,0.075,442.27,"1,078.70"
6046,In-Store,WARE-NMK1003,12/01/19,05/18/20,06/08/20,9,198,4,0.05,"1,231.13","2,512.50"
6047,In-Store,WARE-NMK1003,03/10/20,05/18/20,06/10/20,11,175,8,0.3,546.99,"1,051.90"
6048,Distributor,WARE-NMK1003,03/10/20,05/18/20,05/20/20,25,118,3,0.15,"1,254.04","2,458.90"
6049,Distributor,WARE-PUJ1005,03/10/20,05/18/20,06/11/20,25,278,2,0.05,840.58,"1,025.10"
6050,In-Store,WARE-PUJ1005,12/01/19,05/18/20,05/22/20,9,265,8,0.15,"2,583.25","3,798.90"
6051,Wholesale,WARE-NMK1003,12/01/19,05/18/20,06/10/20,27,165,7,0.1,"1,043.59","2,371.80"
6052,Online,WARE-XYS1001,03/10/20,05/18/20,05/20/20,17,33,7,0.1,852.17,"1,078.70"
6053,Online,WARE-UHY1004,03/10/20,05/18/20,06/04/20,19,234,5,0.05,428.13,951.4
6054,Online,WARE-PUJ1005,03/10/20,05/18/20,06/09/20,15,283,1,0.075,573.25,"1,246.20"
6055,Wholesale,WARE-NMK1003,03/10/20,05/19/20,06/13/20,26,176,2,0.1,972.97,"1,835.80"
6056,In-Store,WARE-UHY1004,03/10/20,05/19/20,06/16/20,6,257,6,0.075,"2,847.50","5,695.00"
6057,Online,WARE-MKL1006,12/01/19,05/19/20,06/05/20,18,342,1,0.2,524.61,904.5
6058,Online,WARE-PUJ1005,03/10/20,05/19/20,05/27/20,13,277,2,0.05,"2,300.51","3,966.40"
6059,Distributor,WARE-NBV1002,12/01/19,05/20/20,06/16/20,23,68,5,0.05,688.02,"1,092.10"
6060,Wholesale,WARE-PUJ1005,12/01/19,05/20/20,06/15/20,26,322,2,0.075,811.91,"1,112.20"
6061,Distributor,WARE-PUJ1005,12/01/19,05/20/20,06/04/20,21,289,2,0.075,"2,895.47","3,966.40"
6062,Online,WARE-NMK1003,03/10/20,05/20/20,05/25/20,18,104,3,0.4,529.3,"1,058.60"
6063,Wholesale,WARE-NMK1003,03/10/20,05/20/20,05/26/20,28,196,3,0.2,"3,303.23","3,979.80"
6064,In-Store,WARE-NMK1003,03/10/20,05/20/20,06/17/20,8,98,6,0.3,103.72,241.2
6065,Wholesale,WARE-UHY1004,12/01/19,05/21/20,05/28/20,26,208,1,0.4,"5,489.98","6,458.80"
6066,Online,WARE-NMK1003,03/10/20,05/21/20,05/25/20,15,129,8,0.15,"2,869.28","3,825.70"
6067,In-Store,WARE-NMK1003,03/10/20,05/21/20,05/28/20,6,135,8,0.15,"2,525.63","3,946.30"
6068,In-Store,WARE-MKL1006,03/10/20,05/21/20,05/24/20,5,333,8,0.15,628.13,837.5
6069,In-Store,WARE-NMK1003,03/10/20,05/21/20,06/06/20,3,174,7,0.075,684.74,938
6070,Distributor,WARE-NMK1003,03/10/20,05/21/20,06/18/20,21,147,6,0.05,"1,812.35","3,624.70"
6071,Distributor,WARE-NBV1002,03/10/20,05/21/20,06/10/20,23,61,8,0.075,"2,319.94","3,999.90"
6072,In-Store,WARE-MKL1006,03/10/20,05/21/20,05/31/20,2,338,3,0.15,188.4,254.6
6073,In-Store,WARE-NMK1003,12/01/19,05/22/20,06/17/20,10,166,4,0.075,675.9,"1,299.80"
6074,In-Store,WARE-UHY1004,03/10/20,05/22/20,05/30/20,5,242,7,0.05,151.55,261.3
6075,Wholesale,WARE-XYS1001,03/10/20,05/22/20,06/17/20,26,23,2,0.075,"1,642.97","2,452.20"
6076,Online,WARE-NMK1003,03/10/20,05/22/20,06/03/20,17,172,7,0.05,571.24,"1,165.80"
6077,Online,WARE-NMK1003,12/01/19,05/22/20,06/04/20,13,121,3,0.05,734.45,"1,748.70"
6078,Wholesale,WARE-UHY1004,03/10/20,05/22/20,06/11/20,28,261,7,0.1,182.24,227.8
6079,In-Store,WARE-XYS1001,03/10/20,05/22/20,06/18/20,8,41,1,0.075,"2,152.71","2,532.60"
6080,In-Store,WARE-MKL1006,03/10/20,05/22/20,06/06/20,8,352,7,0.15,175.41,227.8
6081,Online,WARE-NBV1002,03/10/20,05/22/20,06/17/20,14,73,8,0.05,"1,319.10","2,867.60"
6082,In-Store,WARE-NMK1003,12/01/19,05/22/20,06/08/20,8,122,8,0.075,"2,871.89","5,983.10"
6083,Distributor,WARE-PUJ1005,03/10/20,05/22/20,06/10/20,21,294,7,0.075,171.52,268
6084,Online,WARE-NMK1003,03/10/20,05/23/20,06/15/20,12,180,2,0.05,442.27,"1,078.70"
6085,Distributor,WARE-XYS1001,12/01/19,05/23/20,05/28/20,22,26,5,0.075,815.59,"1,735.30"
6086,In-Store,WARE-UHY1004,03/10/20,05/23/20,06/03/20,6,207,7,0.05,"2,206.18","3,939.60"
6087,Online,WARE-PUJ1005,12/01/19,05/23/20,06/08/20,18,298,7,0.075,"3,780.14","5,400.20"
6088,Online,WARE-UHY1004,03/10/20,05/23/20,06/11/20,19,208,1,0.075,661.63,837.5
6089,In-Store,WARE-PUJ1005,03/10/20,05/23/20,06/01/20,7,276,4,0.05,93.8,187.6
6090,Online,WARE-XYS1001,12/01/19,05/23/20,06/11/20,16,17,8,0.05,807.02,"1,105.50"
6091,Wholesale,WARE-XYS1001,03/10/20,05/23/20,06/16/20,26,19,7,0.075,"1,032.74","2,458.90"
6092,In-Store,WARE-XYS1001,12/01/19,05/23/20,06/15/20,8,15,2,0.4,"2,679.93","3,999.90"
6093,Online,WARE-MKL1006,12/01/19,05/24/20,06/17/20,17,364,5,0.05,"3,726.14","6,009.90"
6094,In-Store,WARE-UHY1004,03/10/20,05/24/20,06/10/20,6,215,7,0.15,"1,398.09","1,815.70"
6095,Distributor,WARE-MKL1006,03/10/20,05/24/20,05/29/20,24,332,3,0.4,"1,277.82","1,996.60"
6096,Wholesale,WARE-NMK1003,12/01/19,05/24/20,06/04/20,26,118,1,0.15,400.93,911.2
6097,In-Store,WARE-PUJ1005,12/01/19,05/24/20,06/11/20,11,321,5,0.075,"1,021.08","1,701.80"
6098,In-Store,WARE-MKL1006,03/10/20,05/24/20,05/28/20,3,364,1,0.2,142.58,187.6
6099,Distributor,WARE-PUJ1005,03/10/20,05/24/20,06/06/20,21,276,5,0.1,"2,890.51","5,453.80"
6100,Distributor,WARE-PUJ1005,03/10/20,05/24/20,06/01/20,21,305,2,0.05,452.32,"1,051.90"
6101,Online,WARE-NMK1003,12/01/19,05/24/20,06/02/20,17,170,4,0.3,69.68,174.2
6102,In-Store,WARE-XYS1001,03/10/20,05/24/20,06/04/20,11,58,3,0.05,"1,294.91","1,681.70"
6103,In-Store,WARE-PUJ1005,03/10/20,05/25/20,06/02/20,6,270,2,0.05,582.23,"1,058.60"
6104,Online,WARE-UHY1004,03/10/20,05/25/20,05/31/20,20,254,4,0.075,"2,961.27","3,845.80"
6105,In-Store,WARE-UHY1004,03/10/20,05/25/20,06/17/20,4,247,7,0.075,"1,972.55","3,343.30"
6106,Distributor,WARE-NMK1003,03/10/20,05/25/20,06/15/20,23,138,1,0.15,"1,373.03","1,695.10"
6107,In-Store,WARE-PUJ1005,03/10/20,05/25/20,06/18/20,3,287,1,0.15,576.2,"1,152.40"
6108,Wholesale,WARE-UHY1004,03/10/20,05/25/20,06/07/20,26,260,6,0.075,"2,938.62","3,457.20"
6109,In-Store,WARE-NMK1003,03/10/20,05/25/20,06/19/20,4,159,3,0.075,762.19,"1,058.60"
6110,In-Store,WARE-MKL1006,03/10/20,05/26/20,06/14/20,8,341,1,0.05,895.46,"1,105.50"
6111,Online,WARE-PUJ1005,03/10/20,05/26/20,06/12/20,18,313,1,0.15,839.71,"1,011.70"
6112,Online,WARE-NMK1003,12/01/19,05/26/20,06/14/20,16,197,8,0.2,"4,160.30","5,266.20"
6113,Online,WARE-XYS1001,12/01/19,05/26/20,06/17/20,18,25,3,0.05,490.04,"1,065.30"
6114,Wholesale,WARE-MKL1006,03/10/20,05/26/20,06/09/20,25,336,1,0.1,"2,497.43","3,329.90"
6115,Distributor,WARE-NMK1003,03/10/20,05/26/20,06/06/20,21,175,5,0.1,917.9,"1,835.80"
6116,Distributor,WARE-NBV1002,03/10/20,05/26/20,06/21/20,22,60,4,0.1,"2,401.28","3,430.40"
6117,Online,WARE-MKL1006,03/10/20,05/27/20,06/01/20,19,343,4,0.2,474.63,"1,078.70"
6118,Wholesale,WARE-NMK1003,03/10/20,05/27/20,06/07/20,27,118,2,0.05,"1,524.05","3,544.30"
6119,Online,WARE-NMK1003,12/01/19,05/27/20,06/09/20,14,185,8,0.05,765.21,944.7
6120,In-Store,WARE-UHY1004,03/10/20,05/27/20,06/21/20,3,220,1,0.05,"1,127.34","2,398.60"
6121,In-Store,WARE-NMK1003,03/10/20,05/27/20,06/20/20,9,116,2,0.075,"1,995.53","3,912.80"
6122,In-Store,WARE-NMK1003,12/01/19,05/27/20,06/24/20,12,129,7,0.075,"1,793.93","2,391.90"
6123,In-Store,WARE-XYS1001,03/10/20,05/27/20,06/04/20,1,47,1,0.075,605.95,891.1
6124,Distributor,WARE-PUJ1005,03/10/20,05/27/20,06/20/20,22,305,1,0.2,"1,775.43","2,432.10"
6125,In-Store,WARE-UHY1004,03/10/20,05/27/20,06/15/20,8,208,2,0.075,810.43,"1,125.60"
6126,Online,WARE-XYS1001,12/01/19,05/27/20,06/18/20,15,5,7,0.2,602.73,"1,159.10"
6127,Distributor,WARE-XYS1001,03/10/20,05/27/20,06/12/20,21,54,7,0.075,"4,217.38","5,406.90"
6128,Distributor,WARE-XYS1001,03/10/20,05/28/20,06/09/20,21,9,3,0.2,"1,161.78","2,278.00"
6129,Online,WARE-NMK1003,12/01/19,05/28/20,06/17/20,16,183,4,0.1,"1,770.54","2,425.40"
6130,Distributor,WARE-MKL1006,03/10/20,05/28/20,06/09/20,21,343,4,0.05,561.8,864.3
6131,In-Store,WARE-NMK1003,03/10/20,05/28/20,06/10/20,11,176,6,0.1,"1,604.25","3,912.80"
6132,In-Store,WARE-MKL1006,03/10/20,05/28/20,06/22/20,10,360,7,0.075,728.42,"1,011.70"
6133,In-Store,WARE-XYS1001,03/10/20,05/28/20,06/12/20,9,7,7,0.075,"1,269.25","1,983.20"
6134,Distributor,WARE-NMK1003,03/10/20,05/28/20,06/06/20,22,167,7,0.075,"3,103.44","3,879.30"
6135,Distributor,WARE-MKL1006,03/10/20,05/28/20,06/03/20,22,343,1,0.05,"2,745.59","6,385.10"
6136,In-Store,WARE-PUJ1005,12/01/19,05/28/20,06/01/20,1,308,8,0.4,"1,905.48","2,646.50"
6137,In-Store,WARE-XYS1001,03/10/20,05/29/20,06/25/20,4,11,7,0.075,"1,286.07","2,338.30"
6138,In-Store,WARE-MKL1006,03/10/20,05/29/20,05/31/20,2,343,8,0.1,"1,411.22","2,391.90"
6139,Online,WARE-NBV1002,03/10/20,05/29/20,06/15/20,17,82,2,0.1,956.76,"2,278.00"
6140,In-Store,WARE-XYS1001,12/01/19,05/29/20,06/04/20,11,9,5,0.05,628.53,"1,065.30"
6141,Online,WARE-NMK1003,03/10/20,05/29/20,06/05/20,16,203,8,0.1,"2,738.96","3,912.80"
6142,Online,WARE-NMK1003,03/10/20,05/29/20,06/18/20,13,130,6,0.075,"1,065.30","2,010.00"
6143,Online,WARE-NBV1002,03/10/20,05/29/20,06/16/20,17,83,1,0.05,"1,647.93","3,832.40"
6144,In-Store,WARE-NMK1003,12/01/19,05/29/20,06/17/20,8,170,4,0.05,718.78,998.3
6145,Online,WARE-XYS1001,03/10/20,05/29/20,06/14/20,20,52,6,0.15,510.94,"1,246.20"
6146,Wholesale,WARE-XYS1001,03/10/20,05/29/20,06/08/20,27,49,4,0.1,"1,323.25","1,675.00"
6147,Online,WARE-NMK1003,12/01/19,05/30/20,06/09/20,18,188,6,0.1,"1,175.45","1,728.60"
6148,Online,WARE-XYS1001,03/10/20,05/30/20,06/16/20,19,7,6,0.075,"1,071.73","1,728.60"
6149,In-Store,WARE-NMK1003,03/10/20,05/30/20,06/02/20,5,186,8,0.05,"1,299.06","1,882.70"
6150,Wholesale,WARE-NBV1002,03/10/20,05/30/20,06/21/20,28,73,6,0.075,512.15,984.9
6151,Online,WARE-XYS1001,03/10/20,05/30/20,06/05/20,16,33,6,0.05,"1,061.28","1,326.60"
6152,Wholesale,WARE-NBV1002,03/10/20,05/30/20,06/19/20,27,76,5,0.075,"2,439.94","3,999.90"
6153,In-Store,WARE-NMK1003,03/10/20,05/30/20,06/08/20,9,150,6,0.15,"1,189.52","1,802.30"
6154,Distributor,WARE-NMK1003,12/01/19,05/30/20,06/19/20,22,121,7,0.05,527.63,"1,172.50"
6155,Distributor,WARE-NMK1003,03/10/20,05/30/20,06/19/20,25,163,8,0.075,"2,622.25","3,973.10"
6156,Online,WARE-XYS1001,03/10/20,05/30/20,06/26/20,13,56,4,0.15,900.88,"1,112.20"
6157,Distributor,WARE-PUJ1005,03/10/20,05/30/20,06/24/20,20,294,6,0.15,"1,657.45","3,946.30"
6158,Distributor,WARE-PUJ1005,03/10/20,05/31/20,06/28/20,25,266,2,0.05,709.26,"1,058.60"
6159,Distributor,WARE-PUJ1005,12/01/19,05/31/20,06/11/20,23,289,7,0.1,193.36,261.3
6160,In-Store,WARE-PUJ1005,03/10/20,05/31/20,06/23/20,7,285,4,0.075,820.48,"1,051.90"
6161,Distributor,WARE-NBV1002,03/10/20,05/31/20,06/02/20,25,81,8,0.05,340.36,850.9
6162,In-Store,WARE-PUJ1005,12/01/19,05/31/20,06/03/20,6,308,2,0.15,"1,635.60","2,405.30"
6163,Distributor,WARE-UHY1004,03/10/20,05/31/20,06/14/20,21,212,8,0.075,"1,115.68","2,425.40"
6164,In-Store,WARE-NMK1003,03/10/20,05/31/20,06/07/20,1,97,4,0.075,674.36,"1,105.50"
6165,In-Store,WARE-NMK1003,03/10/20,05/31/20,06/24/20,3,157,6,0.2,728.96,857.6
6166,In-Store,WARE-NMK1003,12/01/19,05/31/20,06/13/20,3,165,7,0.05,"2,260.11","3,705.10"
6167,Online,WARE-NMK1003,12/01/19,05/31/20,06/21/20,19,106,4,0.075,656.06,"1,025.10"
6168,Online,WARE-PUJ1005,03/10/20,05/31/20,06/27/20,16,279,1,0.2,709.2,971.5
6169,Distributor,WARE-NMK1003,03/10/20,05/31/20,06/11/20,21,111,5,0.05,474.63,"1,031.80"
6170,Distributor,WARE-MKL1006,03/10/20,05/31/20,06/25/20,21,364,6,0.075,621.22,"1,018.40"
6171,In-Store,WARE-NMK1003,03/10/20,05/31/20,06/24/20,5,154,2,0.1,"1,649.14","2,659.90"
6172,In-Store,WARE-NMK1003,03/10/20,05/31/20,06/19/20,1,120,2,0.075,"1,779.05","3,356.70"
6173,Distributor,WARE-MKL1006,03/10/20,06/01/20,06/29/20,20,355,7,0.2,159.19,241.2
6174,Distributor,WARE-XYS1001,03/10/20,06/01/20,06/23/20,22,52,4,0.05,"1,598.35","3,805.60"
6175,In-Store,WARE-PUJ1005,03/10/20,06/01/20,06/13/20,9,281,1,0.1,"1,288.21","2,525.90"
6176,Wholesale,WARE-XYS1001,03/10/20,06/01/20,06/28/20,27,53,2,0.3,749.66,"1,118.90"
6177,In-Store,WARE-NBV1002,03/10/20,06/01/20,06/14/20,4,75,3,0.075,"1,457.92","1,715.20"
6178,In-Store,WARE-UHY1004,03/10/20,06/01/20,06/14/20,8,233,3,0.1,"1,538.32","3,845.80"
6179,In-Store,WARE-MKL1006,03/10/20,06/01/20,06/17/20,4,342,7,0.075,754.82,"1,755.40"
6180,In-Store,WARE-MKL1006,03/10/20,06/01/20,06/13/20,3,352,6,0.05,983.9,"1,788.90"
6181,In-Store,WARE-XYS1001,03/10/20,06/01/20,06/27/20,6,26,8,0.075,"2,336.22","3,959.70"
6182,Online,WARE-NMK1003,03/10/20,06/01/20,06/22/20,19,128,2,0.05,"1,435.14","1,688.40"
6183,In-Store,WARE-XYS1001,03/10/20,06/01/20,06/15/20,3,36,1,0.075,630.34,984.9
6184,Distributor,WARE-PUJ1005,03/10/20,06/01/20,06/16/20,22,293,4,0.075,"1,620.73","3,953.00"
6185,Online,WARE-PUJ1005,03/10/20,06/01/20,06/09/20,18,296,1,0.2,"3,013.19","5,286.30"
6186,Online,WARE-UHY1004,03/10/20,06/01/20,06/16/20,13,232,2,0.1,459.89,884.4
6187,In-Store,WARE-XYS1001,03/10/20,06/02/20,06/24/20,2,11,1,0.2,571.18,"1,038.50"
6188,In-Store,WARE-MKL1006,03/10/20,06/02/20,06/19/20,10,335,6,0.075,"4,162.51","5,138.90"
6189,Distributor,WARE-MKL1006,03/10/20,06/02/20,06/17/20,23,356,1,0.1,385.92,804
6190,Online,WARE-PUJ1005,12/01/19,06/02/20,06/06/20,15,322,4,0.1,130.65,167.5
6191,In-Store,WARE-NMK1003,03/10/20,06/02/20,06/24/20,6,131,2,0.1,"1,109.52","2,311.50"
6192,Wholesale,WARE-MKL1006,03/10/20,06/02/20,06/10/20,28,362,4,0.05,"1,769.07","3,845.80"
6193,Distributor,WARE-PUJ1005,03/10/20,06/03/20,06/15/20,21,301,3,0.075,"1,165.80","1,943.00"
6194,In-Store,WARE-NMK1003,03/10/20,06/03/20,06/13/20,8,131,4,0.075,709.13,"1,125.60"
6195,Online,WARE-XYS1001,03/10/20,06/03/20,06/15/20,14,29,7,0.2,"1,643.38","3,912.80"
6196,Distributor,WARE-UHY1004,03/10/20,06/03/20,06/18/20,22,216,3,0.3,"1,698.05","3,859.20"
6197,Distributor,WARE-MKL1006,03/10/20,06/03/20,06/18/20,25,356,8,0.075,"1,597.28","3,993.20"
6198,Online,WARE-NMK1003,03/10/20,06/03/20,06/29/20,19,109,1,0.2,"2,482.42","3,705.10"
6199,In-Store,WARE-NMK1003,03/10/20,06/03/20,06/17/20,3,122,5,0.05,738.07,"1,085.40"
6200,Distributor,WARE-PUJ1005,03/10/20,06/03/20,06/24/20,23,318,5,0.05,896.86,"1,949.70"
6201,In-Store,WARE-NMK1003,03/10/20,06/03/20,06/19/20,10,100,4,0.15,"3,360.05","3,953.00"
6202,Online,WARE-NBV1002,12/01/19,06/04/20,06/30/20,17,75,3,0.05,728.96,"1,072.00"
6203,In-Store,WARE-NMK1003,03/10/20,06/04/20,06/28/20,11,148,6,0.075,"2,043.77","2,492.40"
6204,Distributor,WARE-NMK1003,03/10/20,06/04/20,06/11/20,25,191,7,0.05,"1,643.38","2,934.60"
6205,Online,WARE-MKL1006,03/10/20,06/04/20,07/01/20,13,353,8,0.2,89.31,207.7
6206,Online,WARE-NMK1003,03/10/20,06/04/20,06/20/20,16,164,7,0.15,"3,069.40","5,902.70"
6207,Wholesale,WARE-XYS1001,03/10/20,06/04/20,06/29/20,27,1,8,0.1,124.35,214.4
6208,In-Store,WARE-MKL1006,03/10/20,06/04/20,06/09/20,4,361,2,0.05,747.32,958.1
6209,In-Store,WARE-XYS1001,03/10/20,06/04/20,06/12/20,8,13,4,0.075,"1,196.62","2,546.00"
6210,Online,WARE-XYS1001,12/01/19,06/04/20,06/21/20,16,30,7,0.075,"2,057.57","2,780.50"
6211,Distributor,WARE-PUJ1005,03/10/20,06/04/20,06/18/20,23,284,2,0.1,824.1,"2,010.00"
6212,In-Store,WARE-PUJ1005,03/10/20,06/05/20,06/18/20,4,327,6,0.15,"1,530.82","1,822.40"
6213,Online,WARE-MKL1006,03/10/20,06/05/20,06/23/20,20,334,2,0.2,884.4,"2,010.00"
6214,In-Store,WARE-MKL1006,03/10/20,06/05/20,06/30/20,7,343,2,0.2,"2,066.01","3,973.10"
6215,In-Store,WARE-XYS1001,12/01/19,06/05/20,06/24/20,6,22,1,0.075,989.93,"1,319.90"
6216,In-Store,WARE-PUJ1005,03/10/20,06/05/20,06/27/20,3,284,6,0.075,"1,070.33","2,378.50"
6217,Online,WARE-NMK1003,03/10/20,06/05/20,06/19/20,18,109,6,0.075,574.86,737
6218,In-Store,WARE-MKL1006,03/10/20,06/05/20,07/01/20,6,336,1,0.075,"1,965.51","2,586.20"
6219,In-Store,WARE-MKL1006,03/10/20,06/05/20,06/11/20,7,337,7,0.1,"2,159.95","3,999.90"
6220,Online,WARE-XYS1001,03/10/20,06/05/20,06/22/20,13,6,1,0.05,"2,481.95","3,939.60"
6221,Online,WARE-NMK1003,03/10/20,06/05/20,06/29/20,12,131,8,0.15,"2,756.65","3,725.20"
6222,Distributor,WARE-UHY1004,03/10/20,06/05/20,06/07/20,21,229,3,0.05,"1,010.36","2,525.90"
6223,In-Store,WARE-NMK1003,03/10/20,06/06/20,06/30/20,4,144,2,0.2,741.69,"1,809.00"
6224,Online,WARE-XYS1001,03/10/20,06/06/20,07/03/20,14,22,1,0.15,"1,138.60","1,963.10"
6225,Online,WARE-XYS1001,03/10/20,06/06/20,06/15/20,16,28,7,0.2,"1,316.28","2,800.60"
6226,Distributor,WARE-XYS1001,03/10/20,06/06/20,06/16/20,22,54,4,0.05,"2,929.71","4,013.30"
6227,In-Store,WARE-XYS1001,03/10/20,06/06/20,06/25/20,8,6,8,0.1,114.03,247.9
6228,Online,WARE-PUJ1005,03/10/20,06/06/20,07/03/20,18,314,8,0.075,"1,600.97","2,713.50"
6229,Online,WARE-MKL1006,03/10/20,06/06/20,06/20/20,16,339,3,0.15,"1,612.82","3,162.40"
6230,Distributor,WARE-XYS1001,03/10/20,06/07/20,06/28/20,22,57,2,0.15,571.71,"1,078.70"
6231,In-Store,WARE-UHY1004,03/10/20,06/07/20,06/14/20,5,218,2,0.05,"1,172.03","2,391.90"
6232,In-Store,WARE-UHY1004,03/10/20,06/07/20,06/15/20,10,207,3,0.4,103.85,207.7
6233,In-Store,WARE-PUJ1005,03/10/20,06/07/20,06/26/20,12,266,6,0.3,472.75,"1,125.60"
6234,Online,WARE-NBV1002,03/10/20,06/07/20,06/28/20,12,83,1,0.075,"1,080.58","1,929.60"
6235,Wholesale,WARE-NBV1002,03/10/20,06/07/20,06/19/20,27,75,1,0.05,"2,230.30","2,934.60"
6236,Wholesale,WARE-NMK1003,03/10/20,06/07/20,07/01/20,28,188,8,0.05,160.8,268
6237,Online,WARE-PUJ1005,03/10/20,06/07/20,07/03/20,20,298,1,0.15,"3,144.04","3,979.80"
6238,In-Store,WARE-NMK1003,03/10/20,06/07/20,07/01/20,2,156,6,0.1,"2,362.42","2,881.00"
6239,Online,WARE-NMK1003,03/10/20,06/07/20,07/05/20,18,171,8,0.1,150.21,254.6
