,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,_SalesTeamID,_StoreID,Order Quantity,Discount Applied,Unit Cost,Unit Price,DaysToShip
6407,Distributor,WARE-UHY1004,3/10/2020,6/29/2020,7/23/2020,22,228,1,0.05,768.22,984.9,24 days
6408,Online,WARE-NMK1003,3/10/2020,6/29/2020,7/22/2020,16,185,8,0.4,572.25,783.9,23 days
6409,Distributor,WARE-PUJ1005,3/10/2020,6/30/2020,7/21/2020,22,312,4,0.075,157.12,234.5,21 days
6410,In-Store,WARE-XYS1001,3/10/2020,6/30/2020,7/6/2020,4,6,3,0.1,"1,873.86","2,465.60",6 days
6411,In-Store,WARE-NMK1003,3/10/2020,6/30/2020,7/11/2020,8,124,1,0.2,603,"1,005.00",11 days
6412,Online,WARE-UHY1004,3/10/2020,6/30/2020,7/10/2020,20,224,3,0.075,718.24,"1,072.00",10 days
6413,Online,WARE-XYS1001,3/10/2020,6/30/2020,7/10/2020,18,2,6,0.1,431.48,"1,078.70",10 days
6414,In-Store,WARE-NMK1003,3/10/2020,6/30/2020,7/13/2020,5,137,2,0.15,744.3,"1,078.70",13 days
6415,Online,WARE-XYS1001,3/10/2020,6/30/2020,7/6/2020,18,18,6,0.075,"1,447.74","1,956.40",6 days
6416,Online,WARE-NMK1003,3/10/2020,6/30/2020,7/10/2020,13,141,1,0.05,134.4,227.8,10 days
6417,In-Store,WARE-NBV1002,3/10/2020,6/30/2020,7/25/2020,3,82,8,0.15,570.3,891.1,25 days
6418,Distributor,WARE-NMK1003,3/10/2020,7/1/2020,7/7/2020,24,125,5,0.05,546.85,"1,031.80",6 days
6419,Distributor,WARE-NMK1003,3/10/2020,7/1/2020,7/24/2020,21,191,2,0.075,"1,945.88","3,088.70",23 days
6420,Wholesale,WARE-XYS1001,3/10/2020,7/1/2020,7/20/2020,26,27,2,0.05,536,"1,072.00",19 days
6421,Online,WARE-XYS1001,3/10/2020,7/1/2020,7/11/2020,15,29,2,0.075,"1,868.50","3,892.70",10 days
6422,In-Store,WARE-NMK1003,3/10/2020,7/1/2020,7/16/2020,10,97,7,0.15,"1,381.88","2,512.50",15 days
6423,In-Store,WARE-NMK1003,3/10/2020,7/1/2020,7/14/2020,7,200,7,0.05,696.8,"1,072.00",13 days
6424,In-Store,WARE-PUJ1005,3/10/2020,7/2/2020,7/29/2020,4,325,6,0.075,142.58,187.6,27 days
6425,In-Store,WARE-NMK1003,3/10/2020,7/2/2020,7/14/2020,11,95,8,0.05,"1,283.18","1,782.20",12 days
6426,Online,WARE-XYS1001,3/10/2020,7/2/2020,7/7/2020,17,51,3,0.075,545.51,924.6,5 days
6427,In-Store,WARE-MKL1006,3/10/2020,7/2/2020,7/18/2020,4,341,8,0.075,"2,511.50","3,986.50",16 days
6428,Online,WARE-MKL1006,3/10/2020,7/2/2020,7/29/2020,17,346,2,0.15,644.54,991.6,27 days
6429,Online,WARE-UHY1004,3/10/2020,7/2/2020,7/19/2020,18,258,2,0.15,"1,728.27","2,244.50",17 days
6430,In-Store,WARE-NBV1002,3/10/2020,7/2/2020,7/9/2020,3,75,2,0.1,621.43,"1,172.50",7 days
6431,In-Store,WARE-PUJ1005,3/10/2020,7/2/2020,7/10/2020,4,287,4,0.2,"1,301.01","1,782.20",8 days
6432,In-Store,WARE-NMK1003,3/10/2020,7/2/2020,7/11/2020,5,179,3,0.075,"4,783.80","6,378.40",9 days
6433,In-Store,WARE-XYS1001,3/10/2020,7/2/2020,7/7/2020,12,1,6,0.05,"3,709.66","5,152.30",5 days
6434,Online,WARE-PUJ1005,3/10/2020,7/2/2020,7/14/2020,20,278,4,0.075,514.56,"1,286.40",12 days
6435,Distributor,WARE-XYS1001,3/10/2020,7/3/2020,7/24/2020,24,8,5,0.05,662.09,"1,085.40",21 days
6436,Distributor,WARE-NMK1003,3/10/2020,7/3/2020,7/21/2020,24,121,5,0.1,928.62,"1,105.50",18 days
6437,In-Store,WARE-XYS1001,3/10/2020,7/3/2020,7/13/2020,2,11,1,0.1,450.51,"1,098.80",10 days
6438,Online,WARE-NBV1002,3/10/2020,7/3/2020,7/18/2020,20,87,2,0.05,482,730.3,15 days
6439,In-Store,WARE-XYS1001,3/10/2020,7/3/2020,7/11/2020,9,51,4,0.075,624.57,"1,058.60",8 days
6440,In-Store,WARE-UHY1004,3/10/2020,7/3/2020,7/5/2020,10,207,8,0.05,658.01,"1,078.70",2 days
6441,In-Store,WARE-PUJ1005,3/10/2020,7/3/2020,7/5/2020,8,308,5,0.05,"1,487.33","1,882.70",2 days
6442,In-Store,WARE-UHY1004,3/10/2020,7/4/2020,8/1/2020,10,203,3,0.05,499.69,757.1,28 days
6443,Wholesale,WARE-NBV1002,3/10/2020,7/4/2020,7/8/2020,25,79,3,0.15,"2,785.86","5,159.00",4 days
6444,In-Store,WARE-NMK1003,3/10/2020,7/4/2020,7/27/2020,9,182,6,0.1,"2,087.99","3,939.60",23 days
6445,Online,WARE-PUJ1005,3/10/2020,7/4/2020,7/24/2020,15,291,3,0.1,975.52,"2,438.80",20 days
6446,In-Store,WARE-UHY1004,3/10/2020,7/4/2020,7/28/2020,11,245,4,0.15,557.51,"1,051.90",24 days
6447,In-Store,WARE-NBV1002,3/10/2020,7/4/2020,7/30/2020,11,70,1,0.4,148.34,180.9,26 days
6448,In-Store,WARE-PUJ1005,3/10/2020,7/4/2020,7/30/2020,6,322,7,0.075,"3,514.82","5,762.00",26 days
6449,Wholesale,WARE-MKL1006,3/10/2020,7/4/2020,7/25/2020,26,357,5,0.075,"1,702.87","2,365.10",21 days
6450,In-Store,WARE-NMK1003,3/10/2020,7/4/2020,7/21/2020,1,150,6,0.075,884.4,"1,105.50",17 days
6451,In-Store,WARE-NMK1003,3/10/2020,7/4/2020,7/25/2020,7,138,4,0.2,"3,306.85","6,123.80",21 days
6452,Online,WARE-NMK1003,3/10/2020,7/4/2020,7/22/2020,13,123,2,0.075,469.2,998.3,18 days
6453,Wholesale,WARE-PUJ1005,3/10/2020,7/4/2020,7/25/2020,27,294,3,0.05,"1,267.91","2,224.40",21 days
6454,In-Store,WARE-UHY1004,3/10/2020,7/4/2020,7/28/2020,1,208,4,0.3,"3,269.87","3,939.60",24 days
6455,In-Store,WARE-NBV1002,3/10/2020,7/5/2020,8/1/2020,8,82,8,0.05,418.08,871,27 days
6456,Online,WARE-XYS1001,3/10/2020,7/5/2020,7/10/2020,13,32,7,0.1,514.96,817.4,5 days
6457,Distributor,WARE-MKL1006,3/10/2020,7/5/2020,7/23/2020,23,346,6,0.05,781.29,"1,132.30",18 days
6458,In-Store,WARE-NBV1002,3/10/2020,7/5/2020,7/23/2020,3,78,2,0.1,615.4,"1,118.90",18 days
6459,In-Store,WARE-NMK1003,3/10/2020,7/5/2020,7/19/2020,12,120,6,0.2,637.84,911.2,14 days
6460,In-Store,WARE-PUJ1005,3/10/2020,7/5/2020,7/12/2020,9,326,6,0.15,613.05,"1,005.00",7 days
6461,Distributor,WARE-NMK1003,3/10/2020,7/5/2020,7/9/2020,23,161,7,0.05,"2,961.27","3,845.80",4 days
6462,Online,WARE-NMK1003,3/10/2020,7/6/2020,7/24/2020,16,102,3,0.05,"1,054.85","2,572.80",18 days
6463,Distributor,WARE-PUJ1005,3/10/2020,7/6/2020,7/13/2020,21,263,4,0.1,"1,339.46","2,626.40",7 days
6464,Online,WARE-NBV1002,3/10/2020,7/6/2020,7/14/2020,14,86,7,0.2,"3,140.96","3,926.20",8 days
6465,In-Store,WARE-XYS1001,3/10/2020,7/6/2020,7/19/2020,5,40,3,0.2,102.98,194.3,13 days
6466,In-Store,WARE-NMK1003,3/10/2020,7/6/2020,7/18/2020,6,139,4,0.075,756.16,"1,145.70",12 days
6467,Wholesale,WARE-NMK1003,3/10/2020,7/6/2020,7/21/2020,26,125,4,0.075,194.64,234.5,15 days
6468,Distributor,WARE-PUJ1005,3/10/2020,7/6/2020,8/2/2020,23,304,2,0.1,353.76,884.4,27 days
6469,Distributor,WARE-NBV1002,3/10/2020,7/6/2020,7/26/2020,23,64,3,0.075,713.35,"1,132.30",20 days
6470,Online,WARE-MKL1006,3/10/2020,7/6/2020,8/2/2020,14,331,1,0.15,"2,423.59","3,973.10",27 days
6471,Online,WARE-PUJ1005,3/10/2020,7/6/2020,7/29/2020,19,316,6,0.1,757.77,971.5,23 days
6472,Distributor,WARE-NMK1003,3/10/2020,7/6/2020,7/16/2020,25,95,4,0.15,"2,067.29","2,432.10",10 days
6473,Online,WARE-NBV1002,3/10/2020,7/7/2020,7/11/2020,20,61,3,0.05,"1,390.92","3,477.30",4 days
6474,Distributor,WARE-NMK1003,3/10/2020,7/7/2020,8/2/2020,24,120,1,0.4,"2,251.20","2,680.00",26 days
6475,Distributor,WARE-UHY1004,3/10/2020,7/7/2020,7/10/2020,21,237,5,0.05,"3,615.19","5,239.40",3 days
6476,In-Store,WARE-MKL1006,3/10/2020,7/7/2020,8/1/2020,11,359,5,0.05,"5,183.12","6,478.90",25 days
6477,In-Store,WARE-XYS1001,3/10/2020,7/7/2020,7/16/2020,7,18,7,0.05,761.12,"1,072.00",9 days
6478,Online,WARE-PUJ1005,3/10/2020,7/7/2020,7/13/2020,12,296,5,0.3,"1,047.88","2,278.00",6 days
6479,Distributor,WARE-XYS1001,3/10/2020,7/7/2020,7/25/2020,24,17,4,0.3,"2,189.56","2,881.00",18 days
6480,Wholesale,WARE-NMK1003,3/10/2020,7/7/2020,7/12/2020,28,178,5,0.15,670.07,917.9,5 days
6481,Wholesale,WARE-UHY1004,3/10/2020,7/7/2020,7/18/2020,27,232,7,0.15,"1,093.44","1,822.40",11 days
6482,Distributor,WARE-MKL1006,3/10/2020,7/8/2020,8/1/2020,24,366,7,0.05,771.04,"1,835.80",24 days
6483,In-Store,WARE-MKL1006,3/10/2020,7/8/2020,7/18/2020,1,337,1,0.2,"1,839.55","2,787.20",10 days
6484,In-Store,WARE-PUJ1005,3/10/2020,7/8/2020,7/28/2020,10,291,1,0.05,"2,215.36","2,606.30",20 days
6485,Online,WARE-NBV1002,3/10/2020,7/8/2020,7/15/2020,15,69,8,0.05,420.29,"1,025.10",7 days
6486,Online,WARE-XYS1001,3/10/2020,7/8/2020,8/3/2020,15,48,1,0.075,110.75,194.3,26 days
6487,In-Store,WARE-NMK1003,3/10/2020,7/8/2020,8/4/2020,7,136,1,0.05,"3,761.78","5,614.60",27 days
6488,In-Store,WARE-XYS1001,3/10/2020,7/8/2020,7/19/2020,9,48,4,0.075,"1,423.35","3,028.40",11 days
6489,Distributor,WARE-NMK1003,3/10/2020,7/8/2020,7/18/2020,25,131,1,0.05,81.61,194.3,10 days
6490,Distributor,WARE-NMK1003,3/10/2020,7/8/2020,8/4/2020,24,128,3,0.1,"1,031.80","2,345.00",27 days
6491,In-Store,WARE-PUJ1005,3/10/2020,7/8/2020,7/20/2020,8,292,6,0.075,"1,211.43","1,922.90",12 days
6492,Online,WARE-PUJ1005,3/10/2020,7/9/2020,7/23/2020,15,323,7,0.05,145.79,214.4,14 days
6493,Distributor,WARE-NMK1003,3/10/2020,7/9/2020,7/27/2020,22,105,6,0.1,"2,076.73","3,845.80",18 days
6494,Wholesale,WARE-NMK1003,3/10/2020,7/9/2020,7/26/2020,28,101,1,0.1,648.02,"1,045.20",17 days
6495,Online,WARE-XYS1001,3/10/2020,7/9/2020,7/19/2020,18,47,8,0.075,"1,980.86","2,445.50",10 days
6496,In-Store,WARE-PUJ1005,3/10/2020,7/9/2020,7/14/2020,3,294,6,0.05,"1,538.32","1,922.90",5 days
6497,In-Store,WARE-XYS1001,3/10/2020,7/9/2020,7/30/2020,10,6,1,0.2,540.02,871,21 days
6498,Distributor,WARE-PUJ1005,3/10/2020,7/9/2020,7/22/2020,22,311,4,0.075,"1,207.21","1,916.20",13 days
6499,In-Store,WARE-NMK1003,3/10/2020,7/9/2020,8/4/2020,2,133,5,0.075,"2,591.29","3,926.20",26 days
6500,Online,WARE-NMK1003,3/10/2020,7/9/2020,7/12/2020,19,174,4,0.075,"3,133.46","3,966.40",3 days
6501,In-Store,WARE-XYS1001,3/10/2020,7/9/2020,7/13/2020,5,45,8,0.075,"1,410.48","1,855.90",4 days
6502,Distributor,WARE-NMK1003,3/10/2020,7/10/2020,7/27/2020,21,148,4,0.2,"1,795.80","3,664.90",17 days
6503,In-Store,WARE-NMK1003,3/10/2020,7/10/2020,7/23/2020,1,117,7,0.075,"1,632.12","1,943.00",13 days
6504,Online,WARE-MKL1006,3/10/2020,7/10/2020,8/1/2020,20,367,5,0.1,"1,786.49","2,706.80",22 days
6505,Online,WARE-UHY1004,3/10/2020,7/10/2020,7/22/2020,15,225,7,0.075,823.3,"1,715.20",12 days
6506,Online,WARE-MKL1006,3/10/2020,7/10/2020,7/30/2020,14,362,6,0.2,"1,113.27","1,795.60",20 days
6507,Online,WARE-UHY1004,3/10/2020,7/10/2020,8/5/2020,15,241,3,0.05,"1,003.39","1,286.40",26 days
6508,Wholesale,WARE-MKL1006,3/10/2020,7/10/2020,7/27/2020,28,351,3,0.05,"1,103.42","2,566.10",17 days
6509,Online,WARE-XYS1001,3/10/2020,7/11/2020,8/6/2020,18,20,8,0.1,795.96,"1,105.50",26 days
6510,Online,WARE-MKL1006,3/10/2020,7/11/2020,8/4/2020,17,348,1,0.05,98.49,201,24 days
6511,In-Store,WARE-XYS1001,3/10/2020,7/11/2020,7/29/2020,7,54,4,0.1,"1,933.69","3,946.30",18 days
6512,In-Store,WARE-UHY1004,3/10/2020,7/11/2020,7/14/2020,9,224,2,0.05,645.81,"1,025.10",3 days
6513,Online,WARE-MKL1006,3/10/2020,7/11/2020,7/30/2020,17,360,6,0.05,"1,562.98","1,929.60",19 days
6514,In-Store,WARE-PUJ1005,3/10/2020,7/11/2020,7/18/2020,3,280,1,0.15,"2,925.35","5,132.20",7 days
6515,Distributor,WARE-NBV1002,3/10/2020,7/11/2020,7/22/2020,22,64,6,0.075,"2,720.20","3,886.00",11 days
6516,Online,WARE-NMK1003,3/10/2020,7/11/2020,7/18/2020,18,130,3,0.3,"2,568.51","4,013.30",7 days
6517,In-Store,WARE-NMK1003,3/10/2020,7/11/2020,8/3/2020,5,190,5,0.075,"2,079.95","2,666.60",23 days
6518,In-Store,WARE-XYS1001,3/10/2020,7/11/2020,8/6/2020,2,40,5,0.05,"1,397.62","1,996.60",26 days
6519,In-Store,WARE-NMK1003,3/10/2020,7/11/2020,7/13/2020,8,191,8,0.1,770.63,"1,085.40",2 days
6520,In-Store,WARE-NMK1003,3/10/2020,7/11/2020,7/19/2020,7,153,6,0.075,675.36,"1,688.40",8 days
6521,In-Store,WARE-NMK1003,3/10/2020,7/12/2020,7/26/2020,2,103,4,0.075,475.37,"1,105.50",14 days
6522,Online,WARE-NBV1002,3/10/2020,7/12/2020,8/9/2020,16,73,1,0.2,"1,929.60","3,859.20",28 days
6523,In-Store,WARE-NMK1003,3/10/2020,7/12/2020,8/3/2020,11,132,4,0.1,608.76,"1,031.80",22 days
6524,In-Store,WARE-PUJ1005,3/10/2020,7/12/2020,7/18/2020,8,303,1,0.1,877.03,"1,139.00",6 days
6525,In-Store,WARE-NMK1003,3/10/2020,7/12/2020,8/1/2020,11,191,4,0.05,988.92,"2,472.30",20 days
6526,Online,WARE-NMK1003,3/10/2020,7/12/2020,7/18/2020,20,129,1,0.075,875.29,"1,232.80",6 days
6527,In-Store,WARE-NMK1003,3/10/2020,7/12/2020,7/20/2020,1,201,5,0.1,727.22,"1,085.40",8 days
6528,Online,WARE-UHY1004,3/10/2020,7/12/2020,7/29/2020,15,217,8,0.15,"1,581.20","3,953.00",17 days
6529,In-Store,WARE-NMK1003,3/10/2020,7/12/2020,8/4/2020,9,185,2,0.15,"2,198.81","3,604.60",23 days
6530,In-Store,WARE-PUJ1005,3/10/2020,7/13/2020,7/25/2020,5,303,6,0.075,"1,466.63","2,666.60",12 days
6531,In-Store,WARE-XYS1001,3/10/2020,7/13/2020,7/21/2020,1,41,4,0.1,"2,954.70","3,939.60",8 days
6532,Online,WARE-NBV1002,3/10/2020,7/13/2020,8/10/2020,12,64,7,0.075,"2,102.19","3,966.40",28 days
6533,In-Store,WARE-XYS1001,3/10/2020,7/13/2020,7/17/2020,2,57,4,0.15,"1,698.05","2,653.20",4 days
6534,Online,WARE-MKL1006,3/10/2020,7/13/2020,8/4/2020,19,330,8,0.05,748.52,984.9,22 days
6535,Online,WARE-XYS1001,3/10/2020,7/13/2020,7/20/2020,15,15,8,0.075,178.49,241.2,7 days
6536,In-Store,WARE-NBV1002,3/10/2020,7/13/2020,8/8/2020,10,69,8,0.05,"1,401.37","2,224.40",26 days
6537,In-Store,WARE-MKL1006,3/10/2020,7/13/2020,7/18/2020,4,353,3,0.05,680.99,"1,031.80",5 days
6538,In-Store,WARE-NBV1002,3/10/2020,7/13/2020,8/6/2020,1,71,4,0.05,717.57,"1,025.10",24 days
6539,Distributor,WARE-NMK1003,3/10/2020,7/14/2020,7/24/2020,25,104,8,0.05,"2,134.62","3,953.00",10 days
6540,In-Store,WARE-NMK1003,3/10/2020,7/14/2020,7/18/2020,4,127,4,0.15,"2,021.73","2,847.50",4 days
6541,Online,WARE-XYS1001,3/10/2020,7/14/2020,8/9/2020,19,34,3,0.1,"1,804.18","2,505.80",26 days
6542,In-Store,WARE-NMK1003,3/10/2020,7/14/2020,8/11/2020,4,91,7,0.15,681.79,"1,065.30",28 days
6543,Online,WARE-XYS1001,3/10/2020,7/14/2020,8/2/2020,19,7,3,0.075,"2,533.40","5,507.40",19 days
6544,Distributor,WARE-UHY1004,3/10/2020,7/14/2020,7/24/2020,21,244,5,0.15,411.98,958.1,10 days
6545,In-Store,WARE-PUJ1005,3/10/2020,7/15/2020,8/12/2020,7,295,5,0.05,906.11,"1,849.20",28 days
6546,Online,WARE-NMK1003,3/10/2020,7/15/2020,7/30/2020,17,134,5,0.15,"3,455.59","6,170.70",15 days
6547,In-Store,WARE-NBV1002,3/10/2020,7/15/2020,8/9/2020,3,66,7,0.05,"1,107.04","2,700.10",25 days
6548,In-Store,WARE-MKL1006,3/10/2020,7/15/2020,7/31/2020,11,338,3,0.05,672.14,"1,018.40",16 days
6549,Distributor,WARE-XYS1001,3/10/2020,7/15/2020,7/19/2020,22,27,3,0.05,"3,130.78","5,306.40",4 days
6550,Wholesale,WARE-UHY1004,3/10/2020,7/15/2020,7/22/2020,26,243,4,0.05,"2,048.59","2,626.40",7 days
6551,Online,WARE-NBV1002,3/10/2020,7/15/2020,8/11/2020,16,74,8,0.15,469,837.5,27 days
6552,Distributor,WARE-NMK1003,3/10/2020,7/15/2020,7/19/2020,21,132,1,0.075,514.02,917.9,4 days
6553,Online,WARE-NMK1003,3/10/2020,7/15/2020,8/9/2020,20,183,8,0.1,"2,261.92","2,827.40",25 days
6554,In-Store,WARE-NMK1003,3/10/2020,7/16/2020,7/19/2020,3,155,4,0.1,618.68,"1,145.70",3 days
6555,In-Store,WARE-XYS1001,3/10/2020,7/16/2020,7/27/2020,11,21,4,0.05,641.59,844.2,11 days
6556,Online,WARE-UHY1004,3/10/2020,7/16/2020,8/12/2020,16,231,7,0.15,"2,919.99","3,792.20",27 days
6557,Online,WARE-NMK1003,3/10/2020,7/16/2020,8/13/2020,15,157,8,0.05,"1,139.67","1,809.00",28 days
6558,Wholesale,WARE-UHY1004,3/10/2020,7/16/2020,7/18/2020,26,244,2,0.3,"2,648.98","3,839.10",2 days
6559,In-Store,WARE-NMK1003,3/10/2020,7/16/2020,7/21/2020,2,186,6,0.075,"2,980.96","6,083.60",5 days
6560,In-Store,WARE-XYS1001,3/10/2020,7/16/2020,8/8/2020,8,3,4,0.1,"2,257.97","3,370.10",23 days
6561,Online,WARE-NMK1003,3/10/2020,7/17/2020,7/31/2020,14,130,8,0.4,"3,272.88","5,741.90",14 days
6562,In-Store,WARE-MKL1006,3/10/2020,7/17/2020,8/10/2020,5,354,2,0.05,646.42,964.8,24 days
6563,Online,WARE-UHY1004,3/10/2020,7/17/2020,8/4/2020,12,230,4,0.4,586.12,723.6,18 days
6564,In-Store,WARE-PUJ1005,3/10/2020,7/17/2020,8/7/2020,4,307,6,0.075,"1,338.66","2,974.80",21 days
6565,In-Store,WARE-UHY1004,3/10/2020,7/17/2020,8/13/2020,11,204,8,0.075,"2,215.02","3,886.00",27 days
6566,Online,WARE-NMK1003,3/10/2020,7/17/2020,8/5/2020,16,200,1,0.1,"1,078.16","1,996.60",19 days
6567,In-Store,WARE-UHY1004,3/10/2020,7/17/2020,7/20/2020,10,207,8,0.075,87.23,207.7,3 days
6568,In-Store,WARE-NBV1002,3/10/2020,7/17/2020,7/30/2020,10,85,6,0.05,347.86,790.6,13 days
6569,Wholesale,WARE-MKL1006,3/10/2020,7/17/2020,7/23/2020,26,364,2,0.05,"2,951.69","5,366.70",6 days
6570,In-Store,WARE-UHY1004,3/10/2020,7/17/2020,7/31/2020,7,220,4,0.05,458.28,"1,145.70",14 days
6571,Online,WARE-UHY1004,3/10/2020,7/17/2020,7/21/2020,13,204,2,0.4,"2,403.16","3,939.60",4 days
6572,Distributor,WARE-XYS1001,3/10/2020,7/17/2020,8/3/2020,24,16,2,0.4,"1,637.75","2,599.60",17 days
6573,In-Store,WARE-NMK1003,3/10/2020,7/17/2020,8/11/2020,6,161,8,0.075,110.75,194.3,25 days
6574,In-Store,WARE-PUJ1005,3/10/2020,7/18/2020,8/15/2020,11,317,3,0.05,505.45,"1,098.80",28 days
6575,In-Store,WARE-NBV1002,3/10/2020,7/18/2020,8/7/2020,9,73,1,0.075,655.26,"1,092.10",20 days
6576,Distributor,WARE-XYS1001,3/10/2020,7/18/2020,7/21/2020,21,18,5,0.1,699.41,958.1,3 days
6577,In-Store,WARE-PUJ1005,3/10/2020,7/18/2020,8/7/2020,9,322,7,0.05,"1,286.40","2,010.00",20 days
6578,In-Store,WARE-NMK1003,3/10/2020,7/18/2020,7/31/2020,2,167,4,0.1,"1,234.94","1,929.60",13 days
6579,Online,WARE-MKL1006,3/10/2020,7/18/2020,7/31/2020,20,353,8,0.15,312.35,743.7,13 days
6580,Online,WARE-NMK1003,3/10/2020,7/18/2020,7/23/2020,16,148,5,0.2,"4,754.32","5,942.90",5 days
6581,In-Store,WARE-XYS1001,3/10/2020,7/18/2020,7/30/2020,7,50,6,0.05,"2,198.94","3,664.90",12 days
6582,Online,WARE-MKL1006,3/10/2020,7/18/2020,8/7/2020,13,346,3,0.075,"3,219.82","3,879.30",20 days
6583,In-Store,WARE-MKL1006,3/10/2020,7/18/2020,8/13/2020,5,347,8,0.4,720.38,"1,125.60",26 days
6584,In-Store,WARE-NMK1003,3/10/2020,7/18/2020,8/11/2020,11,132,7,0.1,"1,171.43","1,889.40",24 days
6585,In-Store,WARE-PUJ1005,3/10/2020,7/18/2020,7/21/2020,7,290,8,0.05,"1,221.01","1,822.40",3 days
6586,In-Store,WARE-UHY1004,3/10/2020,7/19/2020,8/5/2020,5,249,5,0.075,804.8,"1,031.80",17 days
6587,Wholesale,WARE-MKL1006,3/10/2020,7/19/2020,8/2/2020,26,335,3,0.075,86.43,201,14 days
6588,Online,WARE-NBV1002,6/18/2020,7/19/2020,8/1/2020,13,74,5,0.05,"2,253.88","3,886.00",13 days
6589,In-Store,WARE-NMK1003,3/10/2020,7/19/2020,8/4/2020,6,105,1,0.075,700.69,"1,112.20",16 days
6590,Wholesale,WARE-NMK1003,3/10/2020,7/19/2020,8/1/2020,28,136,7,0.15,146.26,247.9,13 days
6591,Distributor,WARE-NMK1003,3/10/2020,7/19/2020,8/15/2020,25,198,2,0.05,"2,711.49","3,819.00",27 days
6592,Wholesale,WARE-NMK1003,3/10/2020,7/19/2020,7/30/2020,26,169,8,0.3,"3,229.07","3,986.50",11 days
6593,In-Store,WARE-NMK1003,3/10/2020,7/19/2020,8/15/2020,8,127,6,0.05,"2,273.31","3,919.50",27 days
6594,Online,WARE-MKL1006,3/10/2020,7/19/2020,8/4/2020,16,338,2,0.075,"3,062.44","3,926.20",16 days
6595,Wholesale,WARE-MKL1006,3/10/2020,7/19/2020,8/1/2020,26,343,3,0.05,108.81,187.6,13 days
6596,Distributor,WARE-NMK1003,3/10/2020,7/19/2020,8/5/2020,22,134,3,0.05,577.81,"1,313.20",17 days
6597,Wholesale,WARE-UHY1004,3/10/2020,7/19/2020,8/5/2020,28,221,8,0.1,227.8,268,17 days
6598,Distributor,WARE-NMK1003,3/10/2020,7/19/2020,7/29/2020,21,183,6,0.05,"1,383.28","1,869.30",10 days
6599,Online,WARE-NMK1003,3/10/2020,7/19/2020,7/22/2020,17,152,1,0.1,794.49,"1,031.80",3 days
6600,In-Store,WARE-NMK1003,3/10/2020,7/20/2020,7/28/2020,7,198,6,0.05,840.18,"1,273.00",8 days
6601,In-Store,WARE-NMK1003,3/10/2020,7/20/2020,8/17/2020,9,179,6,0.15,601.39,911.2,28 days
6602,Wholesale,WARE-PUJ1005,3/10/2020,7/20/2020,8/2/2020,25,317,8,0.075,"2,325.97","5,286.30",13 days
6603,Wholesale,WARE-NMK1003,3/10/2020,7/20/2020,8/5/2020,26,186,4,0.1,"3,661.42","5,085.30",16 days
6604,In-Store,WARE-MKL1006,3/10/2020,7/20/2020,8/1/2020,5,354,1,0.075,568.03,"1,051.90",12 days
6605,In-Store,WARE-NMK1003,3/10/2020,7/20/2020,8/17/2020,6,139,4,0.05,"1,121.85","2,003.30",28 days
6606,Online,WARE-MKL1006,3/10/2020,7/20/2020,7/27/2020,16,349,3,0.075,432.15,"1,005.00",7 days
6607,In-Store,WARE-NBV1002,3/10/2020,7/20/2020,8/17/2020,10,79,6,0.05,497.21,"1,212.70",28 days
6608,Wholesale,WARE-NBV1002,3/10/2020,7/21/2020,8/1/2020,25,63,1,0.05,"1,690.68","2,284.70",11 days
6609,In-Store,WARE-MKL1006,3/10/2020,7/21/2020,8/4/2020,6,362,5,0.05,986.17,"2,405.30",14 days
6610,In-Store,WARE-UHY1004,3/10/2020,7/21/2020,8/18/2020,8,255,7,0.1,"2,331.60","3,886.00",28 days
6611,In-Store,WARE-NMK1003,3/10/2020,7/21/2020,8/5/2020,7,203,6,0.05,388.94,864.3,15 days
6612,In-Store,WARE-UHY1004,3/10/2020,7/21/2020,8/15/2020,6,259,3,0.075,"1,246.20","2,492.40",25 days
6613,Online,WARE-MKL1006,3/10/2020,7/21/2020,8/8/2020,14,363,4,0.1,548.33,830.8,18 days
6614,Distributor,WARE-XYS1001,3/10/2020,7/21/2020,8/8/2020,24,40,1,0.075,"3,325.88","3,912.80",18 days
6615,In-Store,WARE-NMK1003,3/10/2020,7/21/2020,8/10/2020,10,105,7,0.075,93.47,207.7,20 days
6616,Online,WARE-PUJ1005,6/18/2020,7/21/2020,8/14/2020,19,303,7,0.075,"3,634.75","5,192.50",24 days
6617,In-Store,WARE-MKL1006,3/10/2020,7/22/2020,8/3/2020,3,344,7,0.2,541.56,917.9,12 days
6618,Online,WARE-UHY1004,6/18/2020,7/22/2020,8/19/2020,17,226,7,0.075,964.26,"1,721.90",28 days
6619,Online,WARE-MKL1006,3/10/2020,7/22/2020,8/5/2020,20,353,3,0.075,"2,732.19","3,959.70",14 days
6620,Wholesale,WARE-NMK1003,3/10/2020,7/22/2020,8/16/2020,28,163,4,0.1,"1,947.29","3,477.30",25 days
6621,In-Store,WARE-NMK1003,3/10/2020,7/22/2020,7/25/2020,7,139,4,0.2,"2,718.32","3,939.60",3 days
6622,In-Store,WARE-UHY1004,3/10/2020,7/22/2020,8/9/2020,4,230,6,0.05,426.12,"1,065.30",18 days
6623,Online,WARE-NBV1002,3/10/2020,7/23/2020,8/20/2020,18,64,8,0.075,917.16,"1,132.30",28 days
